id,id1,id2,name1,name2,atr
1,1,7,Adamec Čeněk,Československý ústav pro výzkum veřejného mínění,1949-1968
2,1,24,Adamec Čeněk,Ústav pro výzkum veřejného mínění ČSAV,1949-1968
3,1,36,Adamec Čeněk,České vysoké učení technické v Praze,1949-1968
4,1,64,Adamec Čeněk,Československá sociologická společnost při ČSAV,1949-1968
5,1,67,Adamec Čeněk,Sociologický kruh posluchačů vysokých škol pražských,1949-1968
6,1,72,Adamec Čeněk,Sociologická knižnice nakladatelství Svoboda,1949-1968
7,2,26,Alan Josef,Ústav sociálně politických věd UK,1949-1968
8,2,30,Alan Josef,Výzkumný ústav sociálního rozvoje a práce,1949-1968
9,2,39,Alan Josef,Karlova univerzita v Praze,1949-1968
10,2,72,Alan Josef,Sociologická knižnice nakladatelství Svoboda,1949-1968
11,3,39,Árnason Johann Pál,Karlova univerzita v Praze,1949-1968
12,6,5,Bláha Inocenc Arnošt,Československá akademie zemědělská,1949-1968
13,6,14,Bláha Inocenc Arnošt,Slezský ústav v Praze,1949-1968
14,6,41,Bláha Inocenc Arnošt,Masarykova univerzita v Brně,1949-1968
15,6,58,Bláha Inocenc Arnošt,Vysoká škola sociální v Brně,1949-1968
16,6,65,Bláha Inocenc Arnošt,Masarykova sociologická společnost,1949-1968
17,8,5,Boháč Antonín,Československá akademie zemědělská,1949-1968
18,8,19,Boháč Antonín,Státní úřad statistický,1949-1968
19,8,36,Boháč Antonín,České vysoké učení technické v Praze,1949-1968
20,8,39,Boháč Antonín,Karlova univerzita v Praze,1949-1968
21,8,56,Boháč Antonín,Vysoká škola politická a sociální v Praze,1949-1968
22,8,68,Boháč Antonín,Společnost pro sociální bádání,1949-1968
23,10,16,Brokl Lubomír,Sociologický ústav ČSAV,1949-1968
24,10,26,Brokl Lubomír,Ústav sociálně politických věd UK,1949-1968
25,10,31,Brokl Lubomír,Výzkumný ústav strojírenské technologie a ekonomiky,1949-1968
26,15,5,Čep Tomáš,Československá akademie zemědělská,1949-1968
