id,id1,id2,name1,name2
57,77,29,Fórum sociální politiky,Výzkumný ústav práce a sociálních věcí
58,78,15,"Gender, rovné příležitosti, výzkum",Sociologický ústav AV ČR
59,79,10,Historická demografie,Etnologický ústav AV ČR
60,79,15,Historická demografie,Sociologický ústav AV ČR
61,79,39,Historická demografie,Karlova univerzita v Praze
62,80,39,Historická sociologie,Karlova univerzita v Praze
63,81,67,Kruh,Sociologický kruh posluchačů vysokých škol pražských
64,82,39,Lidé města,Karlova univerzita v Praze
65,84,15,Naše společnost,Sociologický ústav AV ČR
66,87,26,Přehled vědecké a pedagogické práce kateder marxismu-leninismu,Ústav sociálně politických věd UK
67,88,41,Sborník prací Filosofické fakulty brněnské univerzity – Řada sociálněvědná (G),Masarykova univerzita v Brně
68,95,65,Sociální problémy,Masarykova sociologická společnost
69,95,68,Sociální problémy,Společnost pro sociální bádání
70,95,70,Sociální problémy,Knihovna Sociálních problémů
71,96,20,Sociální revue,Sociální ústav ČSR
72,99,41,Sociální studia,Masarykova univerzita v Brně
73,100,45,Sociologica,Palackého univerzita v Olomouci
74,101,21,Sociologická revue,Ukrajinský sociologický ústav
75,101,39,Sociologická revue,Karlova univerzita v Praze
76,101,41,Sociologická revue,Masarykova univerzita v Brně
77,101,65,Sociologická revue,Masarykova sociologická společnost
78,103,4,Sociologický časopis / Czech Sociological Review,Vědecké kolegium filosofie a sociologie ČSAV
79,103,15,Sociologický časopis / Czech Sociological Review,Sociologický ústav AV ČR
80,103,22,Sociologický časopis / Czech Sociological Review,Ústav pro filosofii a sociologii ČSAV
81,105,11,Sociologie a historie zemědělství,Institut sociologie venkova a historie zemědělství VÚZEI
82,106,19,Statistický obzor,Státní úřad statistický
83,107,19,Statistika,Státní úřad statistický
84,109,39,Studia sociologica,Karlova univerzita v Praze
85,110,7,Veřejné mínění,Československý ústav pro výzkum veřejného mínění
86,111,26,Vědecké informace Ústavu marxismu-leninismu pro vysoké školy,Ústav sociálně politických věd UK
87,112,71,Knihovna Sociálních problémů,Sociologická knihovna MSS
88,112,73,Knihovna Sociálních problémů,Sociologické nakladatelství (SLON)
89,113,73,Sociologická knihovna MSS,Sociologické nakladatelství (SLON)
90,114,73,Sociologická knižnice nakladatelství Svoboda,Sociologické nakladatelství (SLON)
91,123,61,Kategorie:Vědecké společnosti a spolky,Česká asociace pro sociální antropologii
92,123,62,Kategorie:Vědecké společnosti a spolky,Česká demografická společnost
93,123,63,Kategorie:Vědecké společnosti a spolky,Česká sociologická společnost
94,123,64,Kategorie:Vědecké společnosti a spolky,Československá sociologická společnost při ČSAV
95,123,65,Kategorie:Vědecké společnosti a spolky,Masarykova sociologická společnost
96,123,67,Kategorie:Vědecké společnosti a spolky,Sociologický kruh posluchačů vysokých škol pražských
97,123,68,Kategorie:Vědecké společnosti a spolky,Společnost pro sociální bádání
98,123,69,Kategorie:Vědecké společnosti a spolky,Spolek pro založení a vydržování soukromého institutu věd sociologických a filosofických
99,120,1,Kategorie:Orgány řízení vědy,Česká akademie věd a umění
100,121,1,Kategorie:Státní a veřejné výzkumné instituce,Česká akademie věd a umění
101,120,2,Kategorie:Orgány řízení vědy,Grantová agentura České republiky
102,120,3,Kategorie:Orgány řízení vědy,"Rada pro výzkum, vývoj a inovace"
103,120,4,Kategorie:Orgány řízení vědy,Vědecké kolegium filosofie a sociologie ČSAV
104,121,5,Kategorie:Státní a veřejné výzkumné instituce,Československá akademie zemědělská
105,121,6,Kategorie:Státní a veřejné výzkumné instituce,Československý ústav zahraniční
106,121,7,Kategorie:Státní a veřejné výzkumné instituce,Československý ústav pro výzkum veřejného mínění
107,121,8,Kategorie:Státní a veřejné výzkumné instituce,Československý ústav práce
108,116,9,Analýza (časopis),Dům techniky ČSVTS Pardubice
109,121,9,Kategorie:Státní a veřejné výzkumné instituce,Dům techniky ČSVTS Pardubice
110,125,9,Kategorie:Ostatní subjekty se vztahem k sociologii,Dům techniky ČSVTS Pardubice
111,121,11,Kategorie:Státní a veřejné výzkumné instituce,Institut sociologie venkova a historie zemědělství VÚZEI
112,121,12,Kategorie:Státní a veřejné výzkumné instituce,Masarykova akademie práce
113,121,13,Kategorie:Státní a veřejné výzkumné instituce,Slezský studijní ústav v Opavě
114,121,14,Kategorie:Státní a veřejné výzkumné instituce,Slezský ústav v Praze
115,121,15,Kategorie:Státní a veřejné výzkumné instituce,Sociologický ústav AV ČR
116,121,16,Kategorie:Státní a veřejné výzkumné instituce,Sociologický ústav ČSAV
117,121,17,Kategorie:Státní a veřejné výzkumné instituce,Sociologický ústav ČSS
118,121,18,Kategorie:Státní a veřejné výzkumné instituce,Sportpropag
119,95,19,Sociální problémy,Státní úřad statistický
120,117,19,Demografie (časopis),Státní úřad statistický
121,121,19,Kategorie:Státní a veřejné výzkumné instituce,Státní úřad statistický
122,125,19,Kategorie:Ostatní subjekty se vztahem k sociologii,Státní úřad statistický
123,121,20,Kategorie:Státní a veřejné výzkumné instituce,Sociální ústav ČSR
124,121,21,Kategorie:Státní a veřejné výzkumné instituce,Ukrajinský sociologický ústav
125,102,22,Sociologické aktuality,Ústav pro filosofii a sociologii ČSAV
126,121,22,Kategorie:Státní a veřejné výzkumné instituce,Ústav pro filosofii a sociologii ČSAV
127,121,23,Kategorie:Státní a veřejné výzkumné instituce,Ústav pro sociální a hospodářskou výchovu ČSS
128,121,24,Kategorie:Státní a veřejné výzkumné instituce,Ústav pro výzkum veřejného mínění ČSAV
129,125,24,Kategorie:Ostatní subjekty se vztahem k sociologii,Ústav pro výzkum veřejného mínění ČSAV
130,125,25,Kategorie:Ostatní subjekty se vztahem k sociologii,Ústav pro výzkum veřejného mínění FSÚ
131,121,26,Kategorie:Státní a veřejné výzkumné instituce,Ústav sociálně politických věd UK
132,121,27,Kategorie:Státní a veřejné výzkumné instituce,Ústav vědeckého ateismu ČSAV
133,121,28,Kategorie:Státní a veřejné výzkumné instituce,Vojenský sociologický kruh
134,121,29,Kategorie:Státní a veřejné výzkumné instituce,Výzkumný ústav práce a sociálních věcí
135,121,31,Kategorie:Státní a veřejné výzkumné instituce,Výzkumný ústav strojírenské technologie a ekonomiky
136,121,32,Kategorie:Státní a veřejné výzkumné instituce,Výzkumný ústav výstavby a architektury
137,122,33,"Kategorie:Vysoké, případně vyšší školy",Biskupské semináře
138,105,35,Sociologie a historie zemědělství,Česká zemědělská univerzita v Praze
139,122,36,"Kategorie:Vysoké, případně vyšší školy",České vysoké učení technické v Praze
140,122,39,"Kategorie:Vysoké, případně vyšší školy",Karlova univerzita v Praze
141,122,40,"Kategorie:Vysoké, případně vyšší školy",Komenského univerzita v Bratislavě
142,122,41,"Kategorie:Vysoké, případně vyšší školy",Masarykova univerzita v Brně
143,122,43,"Kategorie:Vysoké, případně vyšší školy",Německá univerzita v Praze
144,122,45,"Kategorie:Vysoké, případně vyšší školy",Palackého univerzita v Olomouci
145,122,47,"Kategorie:Vysoké, případně vyšší školy",Svobodná škola politických nauk v Praze
146,122,48,"Kategorie:Vysoké, případně vyšší školy",Ukrajinská svobodná univerzita v Praze
147,122,56,"Kategorie:Vysoké, případně vyšší školy",Vysoká škola politická a sociální v Praze
148,102,63,Sociologické aktuality,Česká sociologická společnost
149,96,65,Sociální revue,Masarykova sociologická společnost
150,121,65,Kategorie:Státní a veřejné výzkumné instituce,Masarykova sociologická společnost
151,102,73,Sociologické aktuality,Sociologické nakladatelství (SLON)
