id,id1,id2,name1,name2,atr
45,126,7,Sekot Aleš,Filosofický časopis,1969-1989
46,130,7,Slejška Dragoslav,Filosofický časopis,1969-1989
47,130,16,Slejška Dragoslav,Nová mysl,1969-1989
48,132,19,Solař Josef,Sborník prací Filosofické fakulty brněnské univerzity – Řada sociálněvědná (G),1969-1989
49,135,10,Srb Vladimír,Historická demografie,1969-1989
50,135,44,Srb Vladimír,Demografie (časopis),1969-1989
51,137,18,Strmiska Zdeněk,Přehled vědecké a pedagogické práce kateder marxismu-leninismu,1969-1989
52,152,16,Tauber Jan Bohumil,Nová mysl,1969-1989
53,152,36,Tauber Jan Bohumil,Sociologie a historie zemědělství,1969-1989
54,155,16,Tlustý Vojtěch,Nová mysl,1969-1989
55,161,34,Urbánek Eduard,Sociologický časopis / Czech Sociological Review,1969-1989
56,161,40,Urbánek Eduard,Studia sociologica,1969-1989
57,166,18,Večerník Jiří,Přehled vědecké a pedagogické práce kateder marxismu-leninismu,1969-1989
58,166,34,Večerník Jiří,Sociologický časopis / Czech Sociological Review,1969-1989
59,166,44,Večerník Jiří,Demografie (časopis),1969-1989
60,40,7,Havelka Miloš,Filosofický časopis,1969-1989
61,65,7,Klofáč Jaroslav,Filosofický časopis,1969-1989
62,72,7,Král Josef,Filosofický časopis,1969-1989
63,157,31,Trapl Miloslav,Sociologica,1969-1989
64,10,34,Brokl Lubomír,Sociologický časopis / Czech Sociological Review,1969-1989
65,22,34,Filipcová Blanka,Sociologický časopis / Czech Sociological Review,1969-1989
66,32,34,Gál Fedor,Sociologický časopis / Czech Sociological Review,1969-1989
67,33,34,Galla Karel,Sociologický časopis / Czech Sociological Review,1969-1989
68,52,34,Jungmann Bohumil,Sociologický časopis / Czech Sociological Review,1969-1989
69,57,34,Kaláb Miloš,Sociologický časopis / Czech Sociological Review,1969-1989
70,65,34,Klofáč Jaroslav,Sociologický časopis / Czech Sociological Review,1969-1989
71,78,34,Lamser Václav,Sociologický časopis / Czech Sociological Review,1969-1989
72,84,34,Machonin Pavel,Sociologický časopis / Czech Sociological Review,1969-1989
73,97,34,Možný Ivo,Sociologický časopis / Czech Sociological Review,1969-1989
74,108,34,Petrusek Miloslav,Sociologický časopis / Czech Sociological Review,1969-1989
75,110,34,Porket Josef Ludvík,Sociologický časopis / Czech Sociological Review,1969-1989
76,112,34,Potužil František,Sociologický časopis / Czech Sociological Review,1969-1989
77,119,34,Richta Radovan,Sociologický časopis / Czech Sociological Review,1969-1989
78,124,34,Sedláček Jan,Sociologický časopis / Czech Sociological Review,1969-1989
79,164,34,Vaněk Antonín,Sociologický časopis / Czech Sociological Review,1969-1989
80,175,34,Zich František,Sociologický časopis / Czech Sociological Review,1969-1989
