index,Sociolog_1_ID,Sociolog_2_ID,Sociolog_1,Sociolog_2
1790,13,119,Čapek Karel,Richta Radovan
1791,13,120,Čapek Karel,Rouček Joseph Slabey
1792,13,122,Čapek Karel,Rýznar Václav
1793,13,124,Čapek Karel,Sedláček Jan
1794,13,125,Čapek Karel,Sedláček Oto
1795,13,127,Čapek Karel,Schoenbaum Emil
1796,13,130,Čapek Karel,Slejška Dragoslav
1797,13,132,Čapek Karel,Solař Josef
1798,13,133,Čapek Karel,Soldát Alois
1799,13,134,Čapek Karel,Sorokin Pitirim Alexandrovič
1800,13,135,Čapek Karel,Srb Vladimír
1801,13,136,Čapek Karel,Stark Werner
1802,13,137,Čapek Karel,Strmiska Zdeněk
1803,13,139,Čapek Karel,Suda Zdeněk
1804,13,140,Čapek Karel,Sviták Ivan
1805,13,141,Čapek Karel,Svoboda Ludvík
1806,13,142,Čapek Karel,Šapoval Mykyta
1807,13,143,Čapek Karel,Šiklová Jiřina
1808,13,144,Čapek Karel,Šíma Jaroslav
1809,13,145,Čapek Karel,Škrach Vasil Kaprálek
1810,13,146,Čapek Karel,Šmejkal Karel
1811,13,147,Čapek Karel,Šnobl Jaroslav
1812,13,148,Čapek Karel,Šrámek Jan
1813,13,150,Čapek Karel,Štefánek Anton
1814,13,151,Čapek Karel,Štern Evžen
1815,13,152,Čapek Karel,Tauber Jan Bohumil
1816,13,153,Čapek Karel,Teige Karel
1817,13,154,Čapek Karel,Teltšík Rudolf
1818,13,155,Čapek Karel,Tlustý Vojtěch
1819,13,156,Čapek Karel,Tomeš Igor
1820,13,157,Čapek Karel,Trapl Miloslav
1821,13,159,Čapek Karel,Uhlíř Antonín
1822,13,160,Čapek Karel,Ullrich Zdeněk
1823,13,161,Čapek Karel,Urbánek Eduard
1824,13,162,Čapek Karel,Vacek Lubomír
1825,13,163,Čapek Karel,Václavek Bedřich
1826,13,164,Čapek Karel,Vaněk Antonín
1827,13,165,Čapek Karel,Vašek Bedřich
1828,13,167,Čapek Karel,Verunáč Václav
1829,13,168,Čapek Karel,Voráček Josef
1830,13,169,Čapek Karel,Vybral Vladimír
1831,13,170,Čapek Karel,Weber Alfred
1832,13,171,Čapek Karel,Weyr František
1833,13,172,Čapek Karel,Von Wieser Friedrich
1834,13,173,Čapek Karel,Winter Lev
1835,13,174,Čapek Karel,Ziegler Heinz Otto
1836,13,175,Čapek Karel,Zich František
1837,13,176,Čapek Karel,Zwicker Bruno
1838,13,177,Čapek Karel,Žalud Augustin
1839,13,178,Čapek Karel,Žmavc Ivan
1840,14,15,Čecháček Jaroslav,Čep Tomáš
1841,14,17,Čecháček Jaroslav,Disman Miroslav
1842,14,18,Čecháček Jaroslav,Dubská Irena
1843,14,19,Čecháček Jaroslav,Durdík Josef
1844,14,20,Čecháček Jaroslav,Dušek Jan
1845,14,21,Čecháček Jaroslav,Fajfr František
1846,14,22,Čecháček Jaroslav,Filipcová Blanka
1847,14,23,Čecháček Jaroslav,Filipec Jindřich
1848,14,24,Čecháček Jaroslav,Fischer Josef Ludvík
1849,14,26,Čecháček Jaroslav,Fořt Josef
1850,14,27,Čecháček Jaroslav,Foustka Břetislav
1851,14,29,Čecháček Jaroslav,Fuchs Alfred
1852,14,31,Čecháček Jaroslav,Gaďourek Ivan
1853,14,32,Čecháček Jaroslav,Gál Fedor
1854,14,33,Čecháček Jaroslav,Galla Karel
1855,14,34,Čecháček Jaroslav,Geist Bohumil
1856,14,35,Čecháček Jaroslav,Gellner Ernest (Arnošt)
1857,14,36,Čecháček Jaroslav,Hájek František
1858,14,37,Čecháček Jaroslav,Hájek Mojmír
1859,14,38,Čecháček Jaroslav,Hampl Martin
1860,14,39,Čecháček Jaroslav,Hanáček Jaroslav
1861,14,40,Čecháček Jaroslav,Havelka Miloš
1862,14,41,Čecháček Jaroslav,Hirner Alexander
1863,14,42,Čecháček Jaroslav,Hník František Maria
1864,14,43,Čecháček Jaroslav,Hrdina Josef
1865,14,44,Čecháček Jaroslav,Hudec Josef
1866,14,45,Čecháček Jaroslav,Huláková Marie
1867,14,46,Čecháček Jaroslav,Chalupný Emanuel
1868,14,47,Čecháček Jaroslav,Charvát František
1869,14,48,Čecháček Jaroslav,Illner Michal
1870,14,50,Čecháček Jaroslav,Jodl Miroslav
1871,14,51,Čecháček Jaroslav,Jochmann Vladimír
1872,14,52,Čecháček Jaroslav,Jungmann Bohumil
1873,14,54,Čecháček Jaroslav,Kadlec Vladimír
1874,14,55,Čecháček Jaroslav,Kadlecová Erika
1875,14,56,Čecháček Jaroslav,Kaizl Josef
1876,14,57,Čecháček Jaroslav,Kaláb Miloš
1877,14,58,Čecháček Jaroslav,Kalandra Záviš
1878,14,59,Čecháček Jaroslav,Kalinová Lenka
1879,14,60,Čecháček Jaroslav,Kapr Jaroslav
1880,14,61,Čecháček Jaroslav,Kárníková Ludmila
1881,14,63,Čecháček Jaroslav,Kettner Josef
1882,14,65,Čecháček Jaroslav,Klofáč Jaroslav
1883,14,66,Čecháček Jaroslav,Kohn Jindřich
1884,14,67,Čecháček Jaroslav,Kohout Jaroslav
1885,14,68,Čecháček Jaroslav,Kolaja Jiří Tomáš
1886,14,69,Čecháček Jaroslav,Korčák Jaromír
1887,14,70,Čecháček Jaroslav,Kozák Jan Blahoslav
1888,14,71,Čecháček Jaroslav,Köttner Mojmír
1889,14,72,Čecháček Jaroslav,Král Josef
1890,14,73,Čecháček Jaroslav,Krejčí František
1891,14,74,Čecháček Jaroslav,Krejčí Jaroslav
1892,14,75,Čecháček Jaroslav,Krejčí Karel
1893,14,76,Čecháček Jaroslav,Kučera Milan
1894,14,77,Čecháček Jaroslav,Kunte Ladislav
1895,14,78,Čecháček Jaroslav,Lamser Václav
1896,14,79,Čecháček Jaroslav,Librová Hana
1897,14,81,Čecháček Jaroslav,Linhart Jiří
1898,14,82,Čecháček Jaroslav,Macek Josef
1899,14,83,Čecháček Jaroslav,Macků Jan
1900,14,84,Čecháček Jaroslav,Machonin Pavel
1901,14,85,Čecháček Jaroslav,Machotka Otakar
1902,14,86,Čecháček Jaroslav,Maiwald Karel
1903,14,88,Čecháček Jaroslav,Malý Rudolf Ina
1904,14,91,Čecháček Jaroslav,Masaryk Tomáš Garrigue
1905,14,92,Čecháček Jaroslav,Masaryková Alice
1906,14,94,Čecháček Jaroslav,Mertl Jan
1907,14,95,Čecháček Jaroslav,Mlčoch Lubomír
1908,14,96,Čecháček Jaroslav,Modráček František
1909,14,97,Čecháček Jaroslav,Možný Ivo
1910,14,98,Čecháček Jaroslav,Musil Jiří
1911,14,99,Čecháček Jaroslav,Nehněvajsa Jiří
1912,14,100,Čecháček Jaroslav,Nejedlý Zdeněk
1913,14,101,Čecháček Jaroslav,Neuschl Robert
1914,14,102,Čecháček Jaroslav,Nový Lubomír
1915,14,103,Čecháček Jaroslav,Obrdlík Antonín
1916,14,104,Čecháček Jaroslav,Obrdlíková Juliana
1917,14,105,Čecháček Jaroslav,Ovesný Miroslav
1918,14,106,Čecháček Jaroslav,Pavlík Zdeněk
1919,14,107,Čecháček Jaroslav,Peroutka Ferdinand
1920,14,108,Čecháček Jaroslav,Petrusek Miloslav
1921,14,109,Čecháček Jaroslav,Pistorius Theodor
1922,14,110,Čecháček Jaroslav,Porket Josef Ludvík
1923,14,112,Čecháček Jaroslav,Potužil František
1924,14,115,Čecháček Jaroslav,Rádl Emanuel
1925,14,116,Čecháček Jaroslav,Reif Gustav
1926,14,117,Čecháček Jaroslav,Reich Edvard
1927,14,118,Čecháček Jaroslav,Reyl František
1928,14,119,Čecháček Jaroslav,Richta Radovan
1929,14,120,Čecháček Jaroslav,Rouček Joseph Slabey
1930,14,122,Čecháček Jaroslav,Rýznar Václav
1931,14,123,Čecháček Jaroslav,Řehák Jan
1932,14,124,Čecháček Jaroslav,Sedláček Jan
1933,14,125,Čecháček Jaroslav,Sedláček Oto
1934,14,127,Čecháček Jaroslav,Schoenbaum Emil
1935,14,130,Čecháček Jaroslav,Slejška Dragoslav
1936,14,132,Čecháček Jaroslav,Solař Josef
1937,14,133,Čecháček Jaroslav,Soldát Alois
1938,14,134,Čecháček Jaroslav,Sorokin Pitirim Alexandrovič
1939,14,135,Čecháček Jaroslav,Srb Vladimír
1940,14,136,Čecháček Jaroslav,Stark Werner
1941,14,137,Čecháček Jaroslav,Strmiska Zdeněk
1942,14,138,Čecháček Jaroslav,Střítecký Jaroslav
1943,14,139,Čecháček Jaroslav,Suda Zdeněk
1944,14,140,Čecháček Jaroslav,Sviták Ivan
1945,14,141,Čecháček Jaroslav,Svoboda Ludvík
1946,14,142,Čecháček Jaroslav,Šapoval Mykyta
1947,14,143,Čecháček Jaroslav,Šiklová Jiřina
1948,14,144,Čecháček Jaroslav,Šíma Jaroslav
1949,14,145,Čecháček Jaroslav,Škrach Vasil Kaprálek
1950,14,146,Čecháček Jaroslav,Šmejkal Karel
1951,14,147,Čecháček Jaroslav,Šnobl Jaroslav
1952,14,148,Čecháček Jaroslav,Šrámek Jan
1953,14,150,Čecháček Jaroslav,Štefánek Anton
1954,14,151,Čecháček Jaroslav,Štern Evžen
1955,14,152,Čecháček Jaroslav,Tauber Jan Bohumil
1956,14,153,Čecháček Jaroslav,Teige Karel
1957,14,154,Čecháček Jaroslav,Teltšík Rudolf
1958,14,155,Čecháček Jaroslav,Tlustý Vojtěch
1959,14,156,Čecháček Jaroslav,Tomeš Igor
1960,14,157,Čecháček Jaroslav,Trapl Miloslav
1961,14,159,Čecháček Jaroslav,Uhlíř Antonín
1962,14,160,Čecháček Jaroslav,Ullrich Zdeněk
1963,14,161,Čecháček Jaroslav,Urbánek Eduard
1964,14,162,Čecháček Jaroslav,Vacek Lubomír
1965,14,163,Čecháček Jaroslav,Václavek Bedřich
1966,14,164,Čecháček Jaroslav,Vaněk Antonín
1967,14,165,Čecháček Jaroslav,Vašek Bedřich
1968,14,166,Čecháček Jaroslav,Večerník Jiří
1969,14,167,Čecháček Jaroslav,Verunáč Václav
1970,14,168,Čecháček Jaroslav,Voráček Josef
1971,14,169,Čecháček Jaroslav,Vybral Vladimír
1972,14,170,Čecháček Jaroslav,Weber Alfred
1973,14,171,Čecháček Jaroslav,Weyr František
1974,14,172,Čecháček Jaroslav,Von Wieser Friedrich
1975,14,173,Čecháček Jaroslav,Winter Lev
1976,14,174,Čecháček Jaroslav,Ziegler Heinz Otto
1977,14,175,Čecháček Jaroslav,Zich František
1978,14,176,Čecháček Jaroslav,Zwicker Bruno
1979,14,177,Čecháček Jaroslav,Žalud Augustin
1980,14,178,Čecháček Jaroslav,Žmavc Ivan
1981,15,17,Čep Tomáš,Disman Miroslav
1982,15,18,Čep Tomáš,Dubská Irena
1983,15,19,Čep Tomáš,Durdík Josef
1984,15,20,Čep Tomáš,Dušek Jan
1985,15,21,Čep Tomáš,Fajfr František
1986,15,22,Čep Tomáš,Filipcová Blanka
1987,15,23,Čep Tomáš,Filipec Jindřich
1988,15,24,Čep Tomáš,Fischer Josef Ludvík
1989,15,25,Čep Tomáš,Foret Miroslav
1990,15,26,Čep Tomáš,Fořt Josef
1991,15,27,Čep Tomáš,Foustka Břetislav
1992,15,28,Čep Tomáš,Frič Pavol
1993,15,29,Čep Tomáš,Fuchs Alfred
1994,15,30,Čep Tomáš,Gabal Ivan
1995,15,31,Čep Tomáš,Gaďourek Ivan
1996,15,32,Čep Tomáš,Gál Fedor
1997,15,33,Čep Tomáš,Galla Karel
1998,15,34,Čep Tomáš,Geist Bohumil
1999,15,35,Čep Tomáš,Gellner Ernest (Arnošt)
2000,15,36,Čep Tomáš,Hájek František
2001,15,37,Čep Tomáš,Hájek Mojmír
2002,15,38,Čep Tomáš,Hampl Martin
2003,15,39,Čep Tomáš,Hanáček Jaroslav
2004,15,40,Čep Tomáš,Havelka Miloš
2005,15,41,Čep Tomáš,Hirner Alexander
2006,15,42,Čep Tomáš,Hník František Maria
2007,15,43,Čep Tomáš,Hrdina Josef
2008,15,44,Čep Tomáš,Hudec Josef
2009,15,45,Čep Tomáš,Huláková Marie
2010,15,46,Čep Tomáš,Chalupný Emanuel
2011,15,47,Čep Tomáš,Charvát František
2012,15,48,Čep Tomáš,Illner Michal
2013,15,49,Čep Tomáš,Jeřábek Hynek
2014,15,50,Čep Tomáš,Jodl Miroslav
2015,15,51,Čep Tomáš,Jochmann Vladimír
2016,15,52,Čep Tomáš,Jungmann Bohumil
2017,15,53,Čep Tomáš,Kabele Jiří
2018,15,54,Čep Tomáš,Kadlec Vladimír
2019,15,55,Čep Tomáš,Kadlecová Erika
2020,15,56,Čep Tomáš,Kaizl Josef
2021,15,57,Čep Tomáš,Kaláb Miloš
2022,15,58,Čep Tomáš,Kalandra Záviš
2023,15,59,Čep Tomáš,Kalinová Lenka
2024,15,60,Čep Tomáš,Kapr Jaroslav
2025,15,61,Čep Tomáš,Kárníková Ludmila
2026,15,62,Čep Tomáš,Keller Jan
2027,15,63,Čep Tomáš,Kettner Josef
2028,15,65,Čep Tomáš,Klofáč Jaroslav
2029,15,66,Čep Tomáš,Kohn Jindřich
2030,15,67,Čep Tomáš,Kohout Jaroslav
2031,15,68,Čep Tomáš,Kolaja Jiří Tomáš
2032,15,69,Čep Tomáš,Korčák Jaromír
2033,15,70,Čep Tomáš,Kozák Jan Blahoslav
2034,15,71,Čep Tomáš,Köttner Mojmír
2035,15,72,Čep Tomáš,Král Josef
2036,15,73,Čep Tomáš,Krejčí František
2037,15,74,Čep Tomáš,Krejčí Jaroslav
2038,15,75,Čep Tomáš,Krejčí Karel
2039,15,76,Čep Tomáš,Kučera Milan
2040,15,77,Čep Tomáš,Kunte Ladislav
2041,15,78,Čep Tomáš,Lamser Václav
2042,15,79,Čep Tomáš,Librová Hana
2043,15,80,Čep Tomáš,Lindner Gustav Adolf
2044,15,81,Čep Tomáš,Linhart Jiří
2045,15,82,Čep Tomáš,Macek Josef
2046,15,83,Čep Tomáš,Macků Jan
2047,15,84,Čep Tomáš,Machonin Pavel
2048,15,85,Čep Tomáš,Machotka Otakar
2049,15,86,Čep Tomáš,Maiwald Karel
2050,15,87,Čep Tomáš,Makovička Emanuel
2051,15,88,Čep Tomáš,Malý Rudolf Ina
2052,15,89,Čep Tomáš,Mareš Petr
2053,15,91,Čep Tomáš,Masaryk Tomáš Garrigue
2054,15,92,Čep Tomáš,Masaryková Alice
2055,15,93,Čep Tomáš,Matějů Petr
2056,15,94,Čep Tomáš,Mertl Jan
2057,15,95,Čep Tomáš,Mlčoch Lubomír
2058,15,96,Čep Tomáš,Modráček František
2059,15,97,Čep Tomáš,Možný Ivo
2060,15,98,Čep Tomáš,Musil Jiří
2061,15,99,Čep Tomáš,Nehněvajsa Jiří
2062,15,100,Čep Tomáš,Nejedlý Zdeněk
2063,15,101,Čep Tomáš,Neuschl Robert
2064,15,102,Čep Tomáš,Nový Lubomír
2065,15,103,Čep Tomáš,Obrdlík Antonín
2066,15,104,Čep Tomáš,Obrdlíková Juliana
2067,15,105,Čep Tomáš,Ovesný Miroslav
2068,15,106,Čep Tomáš,Pavlík Zdeněk
2069,15,107,Čep Tomáš,Peroutka Ferdinand
2070,15,108,Čep Tomáš,Petrusek Miloslav
2071,15,109,Čep Tomáš,Pistorius Theodor
2072,15,110,Čep Tomáš,Porket Josef Ludvík
2073,15,111,Čep Tomáš,Potůček Martin
2074,15,112,Čep Tomáš,Potužil František
2075,15,113,Čep Tomáš,Procházka Matěj
2076,15,114,Čep Tomáš,Rabušic Ladislav
2077,15,115,Čep Tomáš,Rádl Emanuel
2078,15,116,Čep Tomáš,Reif Gustav
2079,15,117,Čep Tomáš,Reich Edvard
2080,15,118,Čep Tomáš,Reyl František
2081,15,119,Čep Tomáš,Richta Radovan
2082,15,120,Čep Tomáš,Rouček Joseph Slabey
2083,15,121,Čep Tomáš,Rychtaříková Jitka
2084,15,122,Čep Tomáš,Rýznar Václav
2085,15,123,Čep Tomáš,Řehák Jan
2086,15,124,Čep Tomáš,Sedláček Jan
2087,15,125,Čep Tomáš,Sedláček Oto
2088,15,126,Čep Tomáš,Sekot Aleš
2089,15,127,Čep Tomáš,Schoenbaum Emil
2090,15,128,Čep Tomáš,Sirovátka Tomáš
2091,15,130,Čep Tomáš,Slejška Dragoslav
2092,15,132,Čep Tomáš,Solař Josef
2093,15,133,Čep Tomáš,Soldát Alois
2094,15,134,Čep Tomáš,Sorokin Pitirim Alexandrovič
2095,15,135,Čep Tomáš,Srb Vladimír
2096,15,136,Čep Tomáš,Stark Werner
2097,15,137,Čep Tomáš,Strmiska Zdeněk
2098,15,138,Čep Tomáš,Střítecký Jaroslav
2099,15,139,Čep Tomáš,Suda Zdeněk
2100,15,140,Čep Tomáš,Sviták Ivan
2101,15,141,Čep Tomáš,Svoboda Ludvík
2102,15,142,Čep Tomáš,Šapoval Mykyta
2103,15,143,Čep Tomáš,Šiklová Jiřina
2104,15,144,Čep Tomáš,Šíma Jaroslav
2105,15,145,Čep Tomáš,Škrach Vasil Kaprálek
2106,15,146,Čep Tomáš,Šmejkal Karel
2107,15,147,Čep Tomáš,Šnobl Jaroslav
2108,15,148,Čep Tomáš,Šrámek Jan
2109,15,149,Čep Tomáš,Šrubař Ilja
2110,15,150,Čep Tomáš,Štefánek Anton
2111,15,151,Čep Tomáš,Štern Evžen
2112,15,152,Čep Tomáš,Tauber Jan Bohumil
2113,15,153,Čep Tomáš,Teige Karel
2114,15,154,Čep Tomáš,Teltšík Rudolf
2115,15,155,Čep Tomáš,Tlustý Vojtěch
2116,15,156,Čep Tomáš,Tomeš Igor
2117,15,157,Čep Tomáš,Trapl Miloslav
2118,15,159,Čep Tomáš,Uhlíř Antonín
2119,15,160,Čep Tomáš,Ullrich Zdeněk
2120,15,161,Čep Tomáš,Urbánek Eduard
2121,15,162,Čep Tomáš,Vacek Lubomír
2122,15,163,Čep Tomáš,Václavek Bedřich
2123,15,164,Čep Tomáš,Vaněk Antonín
2124,15,165,Čep Tomáš,Vašek Bedřich
2125,15,166,Čep Tomáš,Večerník Jiří
2126,15,167,Čep Tomáš,Verunáč Václav
2127,15,168,Čep Tomáš,Voráček Josef
2128,15,169,Čep Tomáš,Vybral Vladimír
2129,15,170,Čep Tomáš,Weber Alfred
2130,15,171,Čep Tomáš,Weyr František
2131,15,172,Čep Tomáš,Von Wieser Friedrich
2132,15,173,Čep Tomáš,Winter Lev
2133,15,174,Čep Tomáš,Ziegler Heinz Otto
2134,15,175,Čep Tomáš,Zich František
2135,15,176,Čep Tomáš,Zwicker Bruno
2136,15,177,Čep Tomáš,Žalud Augustin
2137,15,178,Čep Tomáš,Žmavc Ivan
2138,17,18,Disman Miroslav,Dubská Irena
2139,17,20,Disman Miroslav,Dušek Jan
2140,17,21,Disman Miroslav,Fajfr František
2141,17,22,Disman Miroslav,Filipcová Blanka
2142,17,23,Disman Miroslav,Filipec Jindřich
2143,17,24,Disman Miroslav,Fischer Josef Ludvík
2144,17,25,Disman Miroslav,Foret Miroslav
2145,17,26,Disman Miroslav,Fořt Josef
2146,17,27,Disman Miroslav,Foustka Břetislav
2147,17,28,Disman Miroslav,Frič Pavol
2148,17,29,Disman Miroslav,Fuchs Alfred
2149,17,30,Disman Miroslav,Gabal Ivan
2150,17,31,Disman Miroslav,Gaďourek Ivan
2151,17,32,Disman Miroslav,Gál Fedor
2152,17,33,Disman Miroslav,Galla Karel
2153,17,34,Disman Miroslav,Geist Bohumil
2154,17,35,Disman Miroslav,Gellner Ernest (Arnošt)
2155,17,36,Disman Miroslav,Hájek František
2156,17,37,Disman Miroslav,Hájek Mojmír
2157,17,38,Disman Miroslav,Hampl Martin
2158,17,39,Disman Miroslav,Hanáček Jaroslav
2159,17,40,Disman Miroslav,Havelka Miloš
2160,17,41,Disman Miroslav,Hirner Alexander
2161,17,42,Disman Miroslav,Hník František Maria
2162,17,43,Disman Miroslav,Hrdina Josef
2163,17,44,Disman Miroslav,Hudec Josef
2164,17,45,Disman Miroslav,Huláková Marie
2165,17,46,Disman Miroslav,Chalupný Emanuel
2166,17,47,Disman Miroslav,Charvát František
2167,17,48,Disman Miroslav,Illner Michal
2168,17,49,Disman Miroslav,Jeřábek Hynek
2169,17,50,Disman Miroslav,Jodl Miroslav
2170,17,51,Disman Miroslav,Jochmann Vladimír
2171,17,52,Disman Miroslav,Jungmann Bohumil
2172,17,53,Disman Miroslav,Kabele Jiří
2173,17,54,Disman Miroslav,Kadlec Vladimír
2174,17,55,Disman Miroslav,Kadlecová Erika
2175,17,57,Disman Miroslav,Kaláb Miloš
2176,17,58,Disman Miroslav,Kalandra Záviš
2177,17,59,Disman Miroslav,Kalinová Lenka
2178,17,60,Disman Miroslav,Kapr Jaroslav
2179,17,61,Disman Miroslav,Kárníková Ludmila
2180,17,62,Disman Miroslav,Keller Jan
2181,17,63,Disman Miroslav,Kettner Josef
2182,17,65,Disman Miroslav,Klofáč Jaroslav
2183,17,66,Disman Miroslav,Kohn Jindřich
2184,17,67,Disman Miroslav,Kohout Jaroslav
2185,17,68,Disman Miroslav,Kolaja Jiří Tomáš
2186,17,69,Disman Miroslav,Korčák Jaromír
2187,17,70,Disman Miroslav,Kozák Jan Blahoslav
2188,17,71,Disman Miroslav,Köttner Mojmír
2189,17,72,Disman Miroslav,Král Josef
2190,17,73,Disman Miroslav,Krejčí František
2191,17,74,Disman Miroslav,Krejčí Jaroslav
2192,17,75,Disman Miroslav,Krejčí Karel
2193,17,76,Disman Miroslav,Kučera Milan
2194,17,77,Disman Miroslav,Kunte Ladislav
2195,17,78,Disman Miroslav,Lamser Václav
2196,17,79,Disman Miroslav,Librová Hana
2197,17,81,Disman Miroslav,Linhart Jiří
2198,17,82,Disman Miroslav,Macek Josef
2199,17,83,Disman Miroslav,Macků Jan
2200,17,84,Disman Miroslav,Machonin Pavel
2201,17,85,Disman Miroslav,Machotka Otakar
2202,17,86,Disman Miroslav,Maiwald Karel
2203,17,88,Disman Miroslav,Malý Rudolf Ina
2204,17,89,Disman Miroslav,Mareš Petr
2205,17,91,Disman Miroslav,Masaryk Tomáš Garrigue
2206,17,92,Disman Miroslav,Masaryková Alice
2207,17,93,Disman Miroslav,Matějů Petr
2208,17,94,Disman Miroslav,Mertl Jan
2209,17,95,Disman Miroslav,Mlčoch Lubomír
2210,17,96,Disman Miroslav,Modráček František
2211,17,97,Disman Miroslav,Možný Ivo
2212,17,98,Disman Miroslav,Musil Jiří
2213,17,99,Disman Miroslav,Nehněvajsa Jiří
2214,17,100,Disman Miroslav,Nejedlý Zdeněk
2215,17,102,Disman Miroslav,Nový Lubomír
2216,17,103,Disman Miroslav,Obrdlík Antonín
2217,17,104,Disman Miroslav,Obrdlíková Juliana
2218,17,105,Disman Miroslav,Ovesný Miroslav
2219,17,106,Disman Miroslav,Pavlík Zdeněk
2220,17,107,Disman Miroslav,Peroutka Ferdinand
2221,17,108,Disman Miroslav,Petrusek Miloslav
2222,17,109,Disman Miroslav,Pistorius Theodor
2223,17,110,Disman Miroslav,Porket Josef Ludvík
2224,17,111,Disman Miroslav,Potůček Martin
2225,17,112,Disman Miroslav,Potužil František
2226,17,114,Disman Miroslav,Rabušic Ladislav
2227,17,115,Disman Miroslav,Rádl Emanuel
2228,17,116,Disman Miroslav,Reif Gustav
2229,17,117,Disman Miroslav,Reich Edvard
2230,17,118,Disman Miroslav,Reyl František
2231,17,119,Disman Miroslav,Richta Radovan
2232,17,120,Disman Miroslav,Rouček Joseph Slabey
2233,17,121,Disman Miroslav,Rychtaříková Jitka
2234,17,122,Disman Miroslav,Rýznar Václav
2235,17,123,Disman Miroslav,Řehák Jan
2236,17,124,Disman Miroslav,Sedláček Jan
2237,17,125,Disman Miroslav,Sedláček Oto
2238,17,126,Disman Miroslav,Sekot Aleš
2239,17,127,Disman Miroslav,Schoenbaum Emil
2240,17,128,Disman Miroslav,Sirovátka Tomáš
2241,17,130,Disman Miroslav,Slejška Dragoslav
2242,17,132,Disman Miroslav,Solař Josef
2243,17,133,Disman Miroslav,Soldát Alois
2244,17,134,Disman Miroslav,Sorokin Pitirim Alexandrovič
2245,17,135,Disman Miroslav,Srb Vladimír
2246,17,136,Disman Miroslav,Stark Werner
2247,17,137,Disman Miroslav,Strmiska Zdeněk
2248,17,138,Disman Miroslav,Střítecký Jaroslav
2249,17,139,Disman Miroslav,Suda Zdeněk
2250,17,140,Disman Miroslav,Sviták Ivan
2251,17,141,Disman Miroslav,Svoboda Ludvík
2252,17,142,Disman Miroslav,Šapoval Mykyta
2253,17,143,Disman Miroslav,Šiklová Jiřina
2254,17,144,Disman Miroslav,Šíma Jaroslav
2255,17,145,Disman Miroslav,Škrach Vasil Kaprálek
2256,17,146,Disman Miroslav,Šmejkal Karel
2257,17,147,Disman Miroslav,Šnobl Jaroslav
2258,17,148,Disman Miroslav,Šrámek Jan
2259,17,149,Disman Miroslav,Šrubař Ilja
2260,17,150,Disman Miroslav,Štefánek Anton
2261,17,151,Disman Miroslav,Štern Evžen
2262,17,152,Disman Miroslav,Tauber Jan Bohumil
2263,17,153,Disman Miroslav,Teige Karel
2264,17,154,Disman Miroslav,Teltšík Rudolf
2265,17,155,Disman Miroslav,Tlustý Vojtěch
2266,17,156,Disman Miroslav,Tomeš Igor
2267,17,157,Disman Miroslav,Trapl Miloslav
2268,17,159,Disman Miroslav,Uhlíř Antonín
2269,17,160,Disman Miroslav,Ullrich Zdeněk
2270,17,161,Disman Miroslav,Urbánek Eduard
2271,17,162,Disman Miroslav,Vacek Lubomír
2272,17,163,Disman Miroslav,Václavek Bedřich
2273,17,164,Disman Miroslav,Vaněk Antonín
2274,17,165,Disman Miroslav,Vašek Bedřich
2275,17,166,Disman Miroslav,Večerník Jiří
2276,17,167,Disman Miroslav,Verunáč Václav
2277,17,168,Disman Miroslav,Voráček Josef
2278,17,169,Disman Miroslav,Vybral Vladimír
2279,17,170,Disman Miroslav,Weber Alfred
2280,17,171,Disman Miroslav,Weyr František
2281,17,172,Disman Miroslav,Von Wieser Friedrich
2282,17,173,Disman Miroslav,Winter Lev
2283,17,174,Disman Miroslav,Ziegler Heinz Otto
2284,17,175,Disman Miroslav,Zich František
2285,17,176,Disman Miroslav,Zwicker Bruno
2286,17,177,Disman Miroslav,Žalud Augustin
2287,17,178,Disman Miroslav,Žmavc Ivan
2288,18,20,Dubská Irena,Dušek Jan
2289,18,21,Dubská Irena,Fajfr František
2290,18,22,Dubská Irena,Filipcová Blanka
2291,18,23,Dubská Irena,Filipec Jindřich
2292,18,24,Dubská Irena,Fischer Josef Ludvík
2293,18,25,Dubská Irena,Foret Miroslav
2294,18,26,Dubská Irena,Fořt Josef
2295,18,27,Dubská Irena,Foustka Břetislav
2296,18,28,Dubská Irena,Frič Pavol
2297,18,29,Dubská Irena,Fuchs Alfred
2298,18,30,Dubská Irena,Gabal Ivan
2299,18,31,Dubská Irena,Gaďourek Ivan
2300,18,32,Dubská Irena,Gál Fedor
2301,18,33,Dubská Irena,Galla Karel
2302,18,34,Dubská Irena,Geist Bohumil
2303,18,35,Dubská Irena,Gellner Ernest (Arnošt)
2304,18,36,Dubská Irena,Hájek František
2305,18,37,Dubská Irena,Hájek Mojmír
2306,18,38,Dubská Irena,Hampl Martin
2307,18,39,Dubská Irena,Hanáček Jaroslav
2308,18,40,Dubská Irena,Havelka Miloš
2309,18,41,Dubská Irena,Hirner Alexander
2310,18,42,Dubská Irena,Hník František Maria
2311,18,43,Dubská Irena,Hrdina Josef
2312,18,44,Dubská Irena,Hudec Josef
2313,18,45,Dubská Irena,Huláková Marie
2314,18,46,Dubská Irena,Chalupný Emanuel
2315,18,47,Dubská Irena,Charvát František
2316,18,48,Dubská Irena,Illner Michal
2317,18,49,Dubská Irena,Jeřábek Hynek
2318,18,50,Dubská Irena,Jodl Miroslav
