
21,AIDS
97,Antipsychiatrie
517,Epidemiologie
552,Etnomedicína
555,Etnopsychiatrie
562,Eubiotika
566,Eugenika
569,Euthanasie
606,Farmacie sociální
702,Gynekologie sociální
790,Hygiena sociální
811,Choroby sociální
919,Invalidita
1167,Léčitelství přírodní
1171,Lékařství sociální
1395,Nemoc
1397,Nemocnost
1483,Opora sociální
1562,Patologie sociální
1728,Prevence
1830,Psychiatrie sociální
1842,Psychologie klinická
1856,Psychopatologie
1858,Public health
2025,Sexuologie
2065,Skupiny setkávání
2077,Smrt
2129,Sociologie duševních chorob
2172,Sociologie medicíny
2426,Syndrom Lazarův
2427,Syndrom Proustův
2573,Thanatologie
2823,Zdraví
2824,Zdravotnictví
2858,Život
